"","carat","length","width","depth","cut","color","clarity","fdepth","table"
"1799",1.7,7.68,7.63,4.75,"Ideal","H","SI2",62.1,57
"1800",1.75,7.75,7.78,4.78,"Ideal","H","I1",61.5,54.9
"1801",1.01,6.33,6.42,4.02,"Good","G","VVS1",63.1,59
"1802",1.47,7.24,7.3,4.53,"Ideal","I","VS2",62.3,57
"1803",1.13,6.7,6.68,4.12,"Ideal","G","VS2",61.6,57
"1804",0.35,4.49,4.53,2.81,"Ideal","I","VVS2",62.3,57
"1805",0.35,4.48,4.52,2.83,"Very Good","E","SI1",62.9,58
"1806",0.35,4.53,4.56,2.84,"Ideal","G","VS2",62.5,53
"1807",1.51,7.31,7.28,4.57,"Premium","I","SI2",62.6,59
"1808",1.27,7.08,7.01,4.22,"Ideal","H","SI1",59.8,57
"1809",1.01,6.28,6.37,3.96,"Very Good","E","VS1",62.6,57
"1810",1.27,7.11,7.08,4.2,"Very Good","I","VS2",59.2,60
"1811",1.52,7.25,7.21,4.56,"Very Good","F","SI2",63.1,60
"1812",1.25,6.82,6.86,4.29,"Premium","H","VS1",62.7,59
"1813",1.13,6.62,6.56,4.25,"Fair","F","VS1",64.5,55
"1814",1.51,7.43,7.38,4.46,"Premium","H","SI2",60.2,62
"1815",1.01,6.42,6.46,3.98,"Ideal","F","VS2",61.7,55
"1816",1.01,6.41,6.45,3.99,"Ideal","E","VS2",62.1,56
"1817",1.21,6.95,6.89,4.09,"Good","G","VS2",59.1,61
"1818",1.01,6.53,6.51,3.93,"Premium","G","VVS2",59.4,58
"1819",1,6.41,6.44,3.94,"Ideal","E","VS2",61.3,58
"1820",1.04,6.5,6.53,3.99,"Ideal","G","VS1",61.2,58
"1821",1.52,7.34,7.24,4.54,"Ideal","H","SI2",62.3,56
"1822",1.03,6.44,6.47,4.03,"Ideal","G","VS1",62.4,56
"1823",0.9,6.14,6.17,3.81,"Ideal","D","VS1",61.9,59
"1824",1,6.37,6.4,4,"Ideal","G","VVS2",62.6,55
"1825",1.14,6.71,6.78,4.12,"Ideal","H","VS2",61.1,57
"1826",1.17,6.71,6.74,4.17,"Ideal","G","VS2",62,56
"1827",1.21,6.72,6.66,4.22,"Very Good","G","VS2",63.1,60
"1828",1,6.44,6.42,3.95,"Premium","E","VS1",61.4,58
"1829",1.26,6.95,6.89,4.27,"Ideal","H","VS2",61.7,56
"1830",1.23,7.08,7.01,4.19,"Premium","H","VS2",59.5,59
"1831",1.47,7.34,7.39,4.37,"Very Good","H","SI2",59.3,59
"1832",1.11,6.65,6.7,4.1,"Ideal","G","VS2",61.4,56
"1833",1,6.42,6.46,3.83,"Very Good","G","VVS2",59.5,61
"1834",1.04,6.5,6.54,4.01,"Ideal","G","VS1",61.5,57
"1835",1.2,6.87,6.9,4.24,"Ideal","F","SI1",61.5,53
"1836",1.01,6.43,6.33,4.01,"Premium","E","VS1",62.9,60
"1837",0.37,4.62,4.67,2.86,"Premium","F","SI1",61.6,59
"1838",0.3,4.3,4.32,2.69,"Ideal","D","VS2",62.4,55
"1839",0.31,4.44,4.41,2.65,"Premium","G","VS1",59.9,59
"1840",1.33,7.06,7.03,4.33,"Premium","H","SI1",61.5,59
"1841",1.45,7.16,7.21,4.45,"Ideal","J","VS2",61.9,59
"1842",1.5,7.26,7.21,4.57,"Very Good","H","VS2",63.2,58
"1843",1.09,6.57,6.63,4.1,"Ideal","G","VS1",62.1,55.1
"1844",1.5,7.16,7.27,4.55,"Very Good","H","SI2",63.1,57
"1845",1.55,7.36,7.4,4.61,"Premium","J","SI1",62.5,58
"1846",1.52,7.33,7.27,4.62,"Very Good","J","VS2",63.3,56
"1847",1.1,6.67,6.77,4.07,"Very Good","F","VS2",60.6,58
"1848",1.31,7.12,7.08,4.32,"Ideal","H","SI1",60.8,56
"1849",1,6.41,6.39,3.96,"Ideal","F","VS1",61.9,57
"1850",1.01,6.34,6.38,4.02,"Good","G","VVS2",63.2,59
"1851",1.5,7.27,7.17,4.5,"Premium","G","SI1",62.3,60
"1852",1.51,7.47,7.56,4.42,"Very Good","J","SI1",58.8,59
"1853",1.6,7.37,7.41,4.63,"Very Good","J","SI1",62.7,58
"1854",1,6.59,6.64,3.76,"Fair","E","VVS2",56.8,58
"1855",1,6.42,6.45,3.87,"Good","E","VS1",60.1,63
"1856",1.21,6.84,6.78,4.26,"Ideal","H","VS2",62.6,55
"1857",1,6.35,6.39,3.9,"Very Good","D","VS1",61.2,62
"1858",1.01,6.4,6.37,3.97,"Premium","D","VS1",62.1,58
"1859",1.64,7.42,7.51,4.71,"Very Good","J","SI2",63,58
"1860",1.51,7.41,7.34,4.52,"Premium","G","SI1",61.3,61
"1861",1.12,6.61,6.64,4.16,"Very Good","E","VS2",62.8,57
"1862",1.21,6.82,6.76,4.28,"Ideal","D","SI1",63,57
"1863",1.01,6.36,6.39,3.95,"Ideal","G","VVS2",62,58
"1864",1.11,6.62,6.67,4.12,"Ideal","D","VS2",62,57
"1865",1,6.33,6.35,3.99,"Very Good","E","VS2",62.9,57
"1866",1.6,7.46,7.41,4.69,"Ideal","F","SI2",62.8,56
"1867",1.08,6.52,6.57,4.09,"Ideal","F","VS2",62.5,57
"1868",1.19,6.79,6.83,4.22,"Ideal","H","VS2",62,54
"1869",1.55,7.4,7.36,4.61,"Premium","J","SI1",62.5,58
"1870",0.32,4.42,4.44,2.74,"Ideal","H","VVS2",61.9,53
"1871",0.36,4.51,4.54,2.84,"Very Good","D","SI1",62.8,57
"1872",0.27,4.23,4.28,2.55,"Very Good","D","VVS2",59.9,59
"1873",1.4,7.19,7.23,4.42,"Very Good","I","SI1",61.3,59
"1874",1.19,6.78,6.86,4.2,"Ideal","H","VVS2",61.6,56
"1875",1.55,7.48,7.44,4.57,"Premium","I","VS2",61.3,58
"1876",1.01,6.41,6.35,4.06,"Good","E","VS1",63.6,57
"1877",1.05,6.54,6.61,3.93,"Very Good","G","VVS2",59.8,60
"1878",1.53,7.55,7.65,4.52,"Very Good","J","VS1",59.5,60
"1879",1.51,7.4,7.33,4.56,"Ideal","H","SI1",61.9,57
"1880",1.12,6.58,6.61,4.1,"Very Good","G","VS1",62.2,59
"1881",1.06,6.56,6.6,4.14,"Very Good","G","VVS2",62.9,56
"1882",1.06,6.68,6.73,3.92,"Good","F","VS1",58.5,57
"1883",1.03,6.45,6.56,4,"Ideal","G","VVS1",61.7,56
"1884",1.23,6.85,6.79,4.27,"Premium","D","SI1",62.5,58
"1885",1.51,7.4,7.51,4.53,"Very Good","H","SI2",60.8,58
"1886",1.54,7.56,7.49,4.47,"Premium","I","SI2",59.4,61
"1887",1.29,6.97,6.91,4.34,"Premium","F","SI1",62.5,60
"1888",1.04,6.49,6.45,4.06,"Ideal","G","VVS1",62.8,56
"1889",1.2,6.74,6.66,4.24,"Very Good","G","VS2",63.3,58
"1890",1.3,6.97,7.05,4.34,"Very Good","H","VS1",61.9,56
"1891",1.61,7.47,7.4,4.67,"Premium","H","SI1",62.8,58
"1892",1.12,6.65,6.75,4.14,"Premium","F","VS1",61.8,59
"1893",1.2,6.78,6.86,4.25,"Ideal","H","VS1",62.3,54
"1894",1.03,6.41,6.5,4.03,"Premium","E","VS1",62.4,58
"1895",1.01,6.46,6.4,3.93,"Premium","D","VS1",61.1,61
"1896",1.21,6.9,6.85,4.21,"Ideal","G","VS2",61.2,57
"1897",1.23,6.96,7.02,4.17,"Very Good","D","SI1",59.7,58
"1898",1.13,6.7,6.75,4.1,"Ideal","G","VS1",61,56.4
"1899",1.5,7.29,7.24,4.52,"Premium","H","SI2",62.2,60
"1900",1.03,6.59,6.57,3.92,"Premium","E","VS1",59.6,59
"1901",1,6.41,6.38,3.98,"Premium","G","IF",62.2,61
"1902",1.12,6.61,6.58,4.1,"Premium","G","VS1",62.2,59
"1903",0.3,4.28,4.33,2.74,"Very Good","E","VS1",63.6,54
"1904",0.41,4.82,4.85,2.88,"Very Good","G","SI2",59.6,60
"1905",0.3,4.32,4.34,2.65,"Ideal","F","VS1",61.2,57
"1906",1.59,7.51,7.56,4.64,"Very Good","I","SI2",61.6,57
"1907",1.51,7.45,7.52,4.49,"Very Good","I","SI2",60,59
"1908",1.51,7.23,7.29,4.61,"Good","J","VS1",63.5,60
"1909",1.04,6.51,6.48,3.97,"Premium","D","VS2",61.1,60
"1910",1.56,7.34,7.25,4.65,"Good","H","SI1",63.7,57
"1911",1.52,7.41,7.47,4.45,"Very Good","I","SI2",59.8,62
"1912",1.21,6.92,6.96,4.18,"Very Good","F","SI1",60.2,60
"1913",1,6.44,6.42,3.95,"Premium","E","VS1",61.4,59
"1914",1.52,7.31,7.28,4.52,"Premium","J","VS2",62,59
"1915",1.12,6.72,6.68,4.1,"Premium","F","VS1",61.2,58
"1916",1.67,7.59,7.63,4.74,"Very Good","J","SI1",62.3,59
"1917",1,6.28,6.2,4.08,"Fair","E","VVS2",65.4,56
"1918",1.17,6.74,6.81,4.19,"Ideal","F","VS2",61.8,55
"1919",1.52,7.21,7.3,4.58,"Good","G","SI2",63.1,58
"1920",1.02,6.45,6.38,4.05,"Very Good","G","VVS2",63.1,59
"1921",1.56,7.76,7.61,4.52,"Premium","F","SI2",58.8,59
"1922",1.01,6.34,6.37,4.01,"Good","D","VS1",63.1,59
"1923",1.16,6.72,6.76,4.17,"Premium","G","VS1",61.9,58
"1924",1.53,7.36,7.3,4.61,"Ideal","I","VS1",62.9,57
"1925",1.57,7.41,7.37,4.61,"Premium","I","SI2",62.4,58
"1926",1.32,7.06,6.97,4.37,"Ideal","F","VS2",62.3,57
"1927",1.51,7.23,7.3,4.49,"Premium","I","SI1",61.8,60
"1928",1.21,6.95,6.85,4.22,"Ideal","G","VS2",61.1,57
"1929",1.06,6.61,6.65,3.95,"Premium","G","VVS2",59.6,58
"1930",1.02,6.41,6.45,4.02,"Good","F","VS1",62.6,54.3
"1931",1.01,6.45,6.49,3.96,"Premium","G","VVS2",61.2,58
"1932",1.54,7.59,7.56,4.47,"Premium","E","SI2",59,62
"1933",1.2,6.76,6.66,4.26,"Very Good","G","VS2",63.5,57
"1934",1.25,7,6.97,4.23,"Ideal","H","VVS2",60.6,57
"1935",1.02,6.51,6.48,3.97,"Ideal","G","VVS2",61.1,57
"1936",0.3,4.36,4.41,2.66,"Ideal","E","VVS2",60.7,57
"1937",0.27,4.12,4.16,2.56,"Ideal","E","VVS2",61.8,57
"1938",0.27,4.13,4.15,2.59,"Ideal","D","VVS2",62.6,56
"1939",1.51,7.38,7.43,4.55,"Ideal","J","SI1",61.4,57
"1940",1.58,7.47,7.54,4.62,"Very Good","J","SI1",61.6,57
"1941",1.22,6.88,6.83,4.25,"Ideal","G","VS2",62,57
"1942",1.22,6.91,6.83,4.26,"Ideal","G","VS2",62,55
"1943",1.12,6.59,6.63,4.14,"Ideal","F","VS2",62.6,56
"1944",1,6.36,6.4,3.87,"Good","F","VVS2",60.7,62
"1945",1.06,6.54,6.56,4.03,"Ideal","G","VS1",61.5,57
"1946",1.04,6.51,6.47,4.01,"Premium","G","VVS2",61.8,58
"1947",1.31,7.1,7.06,4.32,"Premium","H","VS2",61,58
"1948",1.52,7.31,7.36,4.58,"Premium","J","VS1",62.4,59
"1949",1.47,7.47,7.42,4.42,"Premium","F","SI2",59.4,59
"1950",1,6.45,6.42,3.84,"Premium","D","VS1",59.7,60
"1951",1.01,6.42,6.44,3.99,"Ideal","F","VS1",62.1,54
"1952",1.5,7.47,7.51,4.34,"Good","G","SI2",57.9,61
"1953",1,6.37,6.32,4,"Premium","F","VVS1",63,56
"1954",1.3,7.01,6.97,4.29,"Premium","F","SI1",61.4,59
"1955",1.42,7.28,7.38,4.43,"Ideal","I","VS2",60.4,55
"1956",1.62,7.52,7.44,4.64,"Premium","J","SI1",62,60
"1957",1.5,7.39,7.3,4.4,"Fair","E","SI2",59.9,68
"1958",1.52,7.61,7.49,4.4,"Premium","J","VVS2",58.3,62
"1959",1.01,6.47,6.55,3.89,"Very Good","F","VVS2",59.8,58
"1960",1.52,7.35,7.42,4.59,"Very Good","J","VS1",62.2,55
"1961",1.51,7.26,7.32,4.6,"Very Good","I","VS2",63.1,56
"1962",1.57,7.38,7.41,4.63,"Ideal","I","SI2",62.6,58
"1963",1.26,6.97,6.99,4.25,"Ideal","H","VS1",60.9,57
"1964",1.03,6.5,6.54,4.04,"Ideal","G","VVS1",62,56
"1965",1.35,7.09,7.01,4.47,"Very Good","G","VS1",63.4,56
"1966",1.31,7.02,7.06,4.35,"Ideal","H","VS2",61.8,57
"1967",1.53,7.44,7.46,4.42,"Very Good","E","SI2",59.3,60
"1968",1.1,6.67,6.65,4.11,"Ideal","F","VS1",61.7,57
"1969",0.4,4.72,4.77,2.91,"Ideal","D","SI2",61.3,56
"1970",0.3,4.28,4.31,2.67,"Ideal","G","VS1",62.2,55
"1971",0.37,4.64,4.59,2.88,"Ideal","J","VS1",62.4,55
"1972",1.21,6.78,6.82,4.27,"Ideal","H","VVS1",62.8,55
"1973",1.23,6.99,6.94,4.15,"Premium","G","VS1",59.6,60
"1974",1.52,7.45,7.41,4.53,"Ideal","E","SI2",61,56
"1975",1.51,7.37,7.32,4.51,"Premium","D","SI2",61.4,56
"1976",1.56,7.47,7.52,4.49,"Very Good","H","SI2",59.9,59
"1977",1.01,6.36,6.39,3.95,"Very Good","F","VS2",62,60
"1978",1.04,6.48,6.39,4.01,"Premium","D","VS1",62.3,59
"1979",1.01,6.52,6.54,3.88,"Very Good","E","VS1",59.4,59
"1980",1.07,6.55,6.49,4.04,"Premium","D","VS1",62,60
"1981",1.71,7.86,7.83,4.63,"Premium","I","SI2",59,60
"1982",1.03,6.49,6.53,3.99,"Very Good","F","VVS2",61.3,57
"1983",1.2,6.59,6.56,4.18,"Good","G","VS1",63.6,58
"1984",1.03,6.54,6.5,4.04,"Ideal","G","VVS1",62,56
"1985",1.21,6.84,6.76,4.27,"Premium","G","VS2",62.8,59
"1986",1.54,7.49,7.38,4.46,"Premium","E","SI2",59.9,60
"1987",1.19,6.78,6.76,4.2,"Ideal","F","VS2",62,57
"1988",1.37,7.17,7.24,4.39,"Premium","H","VS1",60.9,59
"1989",1.23,6.87,6.92,4.23,"Ideal","H","IF",61.3,57
"1990",1.2,6.82,6.87,4.12,"Premium","G","VS1",60.2,60
"1991",1.24,6.98,6.91,4.24,"Ideal","G","VS1",61.1,57
"1992",1.21,6.79,6.74,4.24,"Premium","G","VS1",62.7,58
"1993",1,6.42,6.37,4.04,"Very Good","F","VVS2",63.2,56
"1994",1.54,7.32,7.36,4.6,"Ideal","J","VS2",62.7,56
"1995",1.06,6.53,6.55,4.03,"Ideal","G","VVS1",61.6,57
"1996",1.25,6.94,6.97,4.25,"Ideal","H","VS2",61.1,55
"1997",1.23,6.87,6.92,4.25,"Ideal","H","VVS2",61.6,57
"1998",1.5,7.2,7.16,4.58,"Good","D","SI2",63.8,58
"1999",1.01,6.42,6.48,3.99,"Very Good","F","VVS2",61.9,56
"2000",1.01,6.46,6.52,3.96,"Ideal","F","VVS2",61,57
"2001",1.71,7.62,7.58,4.76,"Premium","J","SI2",62.6,57
"2002",0.3,4.25,4.27,2.61,"Very Good","H","SI1",61.3,61
"2003",0.3,4.27,4.3,2.72,"Good","E","SI2",63.5,55
"2004",0.3,4.28,4.31,2.7,"Very Good","H","SI1",62.9,56
"2005",0.42,4.83,4.85,3,"Ideal","H","SI2",62,54
"2006",0.31,4.37,4.39,2.68,"Premium","G","VS1",61.2,60
"2007",0.31,4.27,4.31,2.7,"Very Good","F","VS2",62.9,58
"2008",1.27,6.97,7.09,4.24,"Very Good","G","VS2",60.3,59
"2009",1.18,6.81,6.76,4.2,"Ideal","G","VS1",61.9,56
"2010",1.06,6.52,6.49,4.04,"Ideal","E","VS1",62.1,57
"2011",1.22,6.8,6.84,4.25,"Very Good","F","VS2",62.3,57
"2012",1.5,7.26,7.3,4.5,"Premium","I","SI1",61.8,58
"2013",1.58,7.66,7.63,4.54,"Premium","I","VS2",59.4,61
"2014",1.15,6.69,6.72,4.18,"Ideal","G","VVS2",62.5,53
"2015",1.2,6.74,6.7,4.26,"Very Good","G","VS1",63.4,56
"2016",1.52,7.32,7.35,4.57,"Ideal","J","VS1",62.3,58
"2017",1.02,6.44,6.56,3.96,"Premium","F","VVS2",60.9,59
"2018",1.02,6.36,6.45,3.99,"Very Good","G","IF",62.3,59
"2019",1.6,7.59,7.51,4.59,"Premium","I","SI2",60.8,58
"2020",1.51,7.22,7.3,4.56,"Very Good","G","SI2",62.8,56
"2021",1.07,6.52,6.54,4.03,"Ideal","F","VS2",61.7,57
"2022",1.03,6.44,6.5,4.05,"Ideal","D","VS1",62.6,57
"2023",1.74,7.7,7.62,4.72,"Premium","H","SI1",61.6,59
"2024",1.5,7.42,7.48,4.35,"Very Good","I","VS2",58.4,61
"2025",1.37,7.12,7.07,4.46,"Premium","H","VS1",62.9,58
"2026",1.51,6.99,7.07,4.57,"Fair","G","SI1",65,59
"2027",1.01,6.52,6.46,3.96,"Ideal","F","VVS2",61,57
"2028",1.05,6.56,6.48,4,"Premium","F","VVS2",61.3,59
"2029",1.5,7.27,7.21,4.57,"Very Good","F","SI2",63.1,63
"2030",1.07,6.58,6.6,4.05,"Ideal","G","VVS2",61.5,56
"2031",1.33,7.22,7.18,4.27,"Ideal","H","VS1",59.3,57
"2032",1.06,6.52,6.55,4.01,"Ideal","G","VVS2",61.4,57
"2033",1.51,7.51,7.47,4.47,"Very Good","J","VS2",59.7,59
"2034",1.5,7.25,7.13,4.6,"Good","I","SI1",64,60
"2035",1.53,7.54,7.41,4.48,"Premium","D","SI2",59.9,58
"2036",1.35,7.19,7.16,4.34,"Premium","H","VS1",60.5,60
"2037",1.57,7.51,7.44,4.61,"Ideal","G","SI1",61.7,55
"2038",0.31,4.35,4.38,2.6,"Very Good","G","VS1",59.6,61
"2039",0.31,4.3,4.33,2.69,"Premium","F","VS2",62.3,59
"2040",0.31,4.36,4.37,2.69,"Ideal","F","VS2",61.6,55
"2041",1.25,6.87,6.85,4.31,"Ideal","F","VS2",62.8,57
"2042",1,6.34,6.41,3.97,"Very Good","F","VVS2",62.3,57
"2043",1.52,7.23,7.27,4.59,"Good","I","VS2",63.3,61
"2044",1.22,6.87,6.91,4.24,"Ideal","F","VS2",61.5,57
"2045",1.51,7.3,7.22,4.56,"Premium","G","SI2",62.8,56
"2046",1.2,6.77,6.73,4.19,"Premium","F","VS2",62.1,54
"2047",1.16,6.75,6.71,4.17,"Ideal","G","VVS2",62,56
"2048",1.41,7.21,7.17,4.4,"Premium","H","VS2",61.2,60
"2049",1.5,7.32,7.27,4.6,"Very Good","E","SI2",63.1,57
"2050",1.21,6.84,6.9,4.22,"Ideal","G","VS1",61.4,56
"2051",1.71,7.48,7.55,4.72,"Good","J","VS2",62.8,58
"2052",1.29,7.27,7.11,4.22,"Premium","G","VS2",58.7,58
"2053",1.25,6.9,6.94,4.26,"Very Good","E","VS2",61.6,57
"2054",1.23,6.94,7.02,4.16,"Premium","F","VS2",59.6,58
"2055",1.52,7.61,7.63,4.41,"Good","J","VVS2",57.9,62
"2056",1.01,6.47,6.5,3.94,"Ideal","G","IF",60.8,59
"2057",1.08,6.59,6.62,4.05,"Ideal","G","IF",61.3,57
"2058",1.21,6.77,6.7,4.21,"Premium","F","VS1",62.5,60
"2059",1.13,6.67,6.71,4.12,"Ideal","G","VVS2",61.5,57
"2060",1.5,7.24,7.2,4.57,"Very Good","J","VS1",63.3,57
"2061",1.01,6.54,6.49,3.9,"Premium","F","VVS2",59.9,58
"2062",1.53,7.54,7.49,4.57,"Premium","I","SI1",60.8,59
"2063",1.23,6.89,6.87,4.22,"Premium","G","VS1",61.3,58
"2064",1.59,7.47,7.51,4.65,"Ideal","J","VS1",62.1,55
"2065",1.34,7.07,6.95,4.36,"Ideal","D","SI1",62.2,57
"2066",1.27,6.86,6.91,4.3,"Very Good","G","VVS2",62.5,57
"2067",1,6.33,6.36,4,"Very Good","F","VVS2",63,59
"2068",1.56,7.64,7.6,4.48,"Premium","H","SI2",58.8,59
"2069",1.55,7.53,7.56,4.49,"Ideal","J","VS1",59.5,60
"2070",1.23,6.91,6.96,4.26,"Ideal","G","VS1",61.4,56
"2071",0.31,4.3,4.32,2.71,"Very Good","G","VS1",62.9,57
"2072",0.31,4.32,4.35,2.68,"Premium","G","VS1",61.8,59
"2073",0.31,4.31,4.37,2.69,"Premium","F","VS2",62,58
"2074",1.51,7.02,7.09,4.65,"Good","I","VS1",65.9,56
"2075",1.31,7.12,7.08,4.28,"Premium","G","VS2",60.3,59
"2076",1.02,6.38,6.41,3.99,"Very Good","F","VVS1",62.4,58
"2077",1.08,6.66,6.61,4.05,"Premium","D","VS1",61,59
"2078",1.25,6.91,6.94,4.28,"Premium","G","VS1",61.8,58
"2079",1.52,7.37,7.34,4.6,"Premium","J","VS1",62.5,58
"2080",1.52,7.52,7.63,4.41,"Good","F","SI2",58.2,60
"2081",1.2,6.86,6.81,4.3,"Ideal","F","VS1",62.9,53
"2082",1.2,6.92,6.88,4.26,"Ideal","G","VS1",61.7,55
"2083",1.1,6.7,6.76,4.07,"Very Good","G","VVS2",60.5,55.7
"2084",1.52,7.45,7.39,4.54,"Ideal","F","SI2",61.2,57
"2085",1.51,7.18,7.26,4.61,"Good","I","SI1",63.9,59
"2086",1.5,7.29,7.21,4.53,"Premium","E","SI2",62.4,62
"2087",2.17,8.43,8.35,5.09,"Premium","F","I1",60.7,59
"2088",1.63,7.6,7.67,4.73,"Very Good","I","SI1",62,54
"2089",1.02,6.42,6.37,4.02,"Premium","F","VVS2",62.9,59
"2090",1.24,6.84,6.79,4.29,"Ideal","E","VS2",62.9,56
"2091",1.14,6.78,6.74,4.13,"Ideal","F","VS1",61.1,55
"2092",1.24,7.03,6.97,4.21,"Ideal","G","VS1",60.1,58
"2093",1.18,6.77,6.8,4.18,"Premium","G","VVS2",61.6,58
"2094",1,6.4,6.38,3.93,"Premium","F","VVS2",61.5,59
"2095",1.51,7.3,7.38,4.55,"Very Good","F","SI1",62,57
"2096",1.08,6.61,6.67,4,"Very Good","D","VS1",60.2,58
"2097",1.5,7.15,7.1,4.51,"Very Good","H","VS1",63.3,59
"2098",0.9,6.17,6.21,3.86,"Very Good","D","IF",62.4,54
"2099",1.54,7.47,7.39,4.6,"Ideal","G","SI2",61.9,55
"2100",1.79,7.79,7.83,4.76,"Premium","J","SI1",60.9,60
"2101",1.1,6.76,6.7,4.07,"Ideal","G","VVS2",60.5,56
"2102",1.7,7.47,7.38,4.67,"Premium","J","VS2",62.9,62
"2103",1.34,7.05,7.1,4.38,"Ideal","G","VS2",61.9,56
"2104",0.31,4.37,4.39,2.68,"Very Good","H","VVS2",61.2,60
"2105",0.31,4.27,4.33,2.69,"Ideal","F","VS2",62.6,57
"2106",0.31,4.39,4.41,2.61,"Premium","F","VS2",59.3,60
"2107",1.26,7.02,6.96,4.29,"Ideal","F","VS2",61.4,57
"2108",1.02,6.54,6.59,3.93,"Very Good","F","VVS2",59.9,57
"2109",1.01,6.39,6.34,4,"Ideal","E","VVS2",62.8,56
"2110",1.18,6.84,6.78,4.16,"Ideal","G","VVS1",61.1,57
"2111",1,6.55,6.48,3.8,"Premium","D","VVS2",58.3,61
"2112",1.36,7.2,7.22,4.32,"Ideal","H","VS2",59.9,57
"2113",1.51,7.35,7.3,4.51,"Very Good","I","SI1",61.6,58
"2114",1.73,7.6,7.69,4.74,"Very Good","I","SI2",62,58
"2115",1.51,7.28,7.37,4.56,"Ideal","I","VS2",62.3,57
"2116",1.59,7.57,7.61,4.55,"Premium","I","VS2",59.9,60
"2117",1.2,6.86,6.89,4.2,"Ideal","D","SI1",61.1,56
"2118",1.7,7.87,7.8,4.58,"Premium","F","SI2",58.5,60
"2119",1.28,7.01,7.09,4.29,"Premium","G","VS1",60.9,58
"2120",1.61,7.59,7.53,4.64,"Premium","H","SI1",61.4,58
"2121",1.94,8.01,7.89,5.02,"Very Good","I","SI2",63.1,59
"2122",1,6.47,6.42,3.99,"Ideal","F","VVS2",61.9,57
"2123",1.22,6.83,6.87,4.23,"Ideal","H","VVS2",61.7,56
"2124",1.25,6.81,6.89,4.28,"Very Good","F","VS2",62.5,59
"2125",1.51,7.17,7.11,4.67,"Fair","H","SI1",65.4,59
"2126",1.19,6.88,6.92,4.2,"Ideal","G","VVS2",60.9,53
"2127",1.24,6.89,6.84,4.27,"Premium","F","VS2",62.2,58
"2128",1.53,7.28,7.34,4.58,"Premium","F","SI2",62.7,60
"2129",2.03,8.15,8.12,4.91,"Premium","J","SI2",60.4,59
"2130",1.13,6.72,6.74,4.13,"Ideal","D","VS1",61.4,55
"2131",1.51,7.1,7.03,4.59,"Fair","H","VS2",65,64
"2132",1.04,6.51,6.54,4.01,"Ideal","G","VVS2",61.5,57
"2133",1.51,7.29,7.25,4.61,"Very Good","F","SI2",63.4,57
"2134",2,7.91,7.86,4.99,"Very Good","G","SI2",63.5,57
"2135",1.01,6.43,6.35,4.01,"Ideal","E","VVS2",62,56
"2136",1.59,7.5,7.55,4.61,"Ideal","J","VS1",61.3,57
"2137",0.33,4.47,4.5,2.69,"Ideal","E","VS1",60,57
"2138",0.34,4.47,4.5,2.78,"Ideal","D","SI1",62,56
"2139",0.34,4.44,4.48,2.8,"Very Good","D","SI1",62.8,58
"2140",1.04,6.53,6.49,4.01,"Premium","F","VVS2",61.6,59
"2141",1.51,7.3,7.28,4.59,"Premium","I","VS1",63,59
"2142",1.19,6.84,6.81,4.15,"Ideal","G","VVS2",60.8,59
"2143",1.2,6.85,6.87,4.16,"Very Good","E","VS2",60.6,56
"2144",1.13,6.82,6.87,4.08,"Very Good","F","VVS2",59.6,59
"2145",1.08,6.59,6.63,4.04,"Ideal","D","VS1",61.1,56
"2146",1.72,7.62,7.55,4.72,"Premium","H","SI1",62.2,59
"2147",1.63,7.54,7.57,4.72,"Very Good","G","SI2",62.5,57
"2148",1.51,7.23,7.29,4.5,"Good","I","VS1",62,56
"2149",1.52,7.26,7.23,4.51,"Very Good","I","VS1",62.2,63
"2150",1.5,7.26,7.31,4.56,"Ideal","I","VS2",62.6,57
"2151",1.53,7.45,7.41,4.54,"Premium","J","IF",61.1,58
"2152",1.73,7.71,7.66,4.75,"Premium","H","SI1",61.8,59
"2153",1.5,7.14,7.17,4.58,"Good","H","VS2",64,58
"2154",1.01,6.5,6.35,4,"Premium","F","IF",62.3,57
"2155",1.01,6.32,6.37,4.02,"Very Good","E","VVS2",63.4,56
"2156",1.44,7.2,7.14,4.51,"Premium","F","SI1",62.9,58
"2157",1,6.42,6.37,3.92,"Premium","D","VVS2",61.3,58
"2158",1.51,7.21,7.15,4.6,"Good","D","SI1",64.1,62
"2159",1.33,7.21,7.17,4.21,"Premium","G","VS2",58.6,61
"2160",1.12,6.68,6.75,4.1,"Ideal","D","VS1",61.1,57
"2161",1.52,7.43,7.32,4.56,"Ideal","H","SI1",61.8,57
"2162",1.52,7.18,7.16,4.63,"Fair","D","SI1",64.6,64
"2163",1.01,6.42,6.39,3.96,"Premium","E","VVS2",61.8,59
"2164",2.01,8.02,7.97,5.02,"Ideal","J","SI1",62.8,58
"2165",1.51,7.34,7.32,4.53,"Very Good","E","SI2",61.8,57
"2166",1.2,6.89,6.86,4.21,"Ideal","G","VVS1",61.2,56
"2167",1.5,7.35,7.42,4.46,"Very Good","I","VS1",60.4,59
"2168",1.96,7.96,7.9,4.79,"Premium","H","SI2",60.4,62
"2169",1.5,7.17,7.28,4.56,"Very Good","D","SI2",63.1,56
"2170",0.34,4.4,4.44,2.76,"Premium","I","VVS1",62.4,59
"2171",0.31,4.32,4.35,2.72,"Very Good","G","VVS2",62.7,55
"2172",0.27,4.14,4.17,2.58,"Ideal","G","IF",62,56
